# Time ,Altitude ,Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch ,Position North of launch ,Lateral distance ,Lateral direction ,Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude ,Longitude ,Gravitational acceleration (m/s²),Angle of attack ,Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass ,Propellant mass ,Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location,CG location (cm),Stability margin calibers ,Mach number ,Reynolds number ,Thrust ,Drag force ,Drag coefficient ,Axial drag coefficient ,Friction drag coefficient ,Pressure drag coefficient ,Base drag coefficient ,Normal force coefficient ,Pitch moment coefficient ,Yaw moment coefficient ,Side force coefficient ,Roll moment coefficient ,Roll forcing coefficient ,Roll damping coefficient ,Pitch damping coefficient ,Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) ,Lateral orientation (azimuth) ,Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step ,Computation time ,Dynamic Pressure (mbar)
108.05,1454.70,-20.69,0.02,20.70,0.02,-6.77,-0.01,6.77,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2871865.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.51,860.32,346.76,0.50,1.80,4.30
108.55,1444.40,-20.68,0.02,20.69,0.02,-6.76,-0.01,6.76,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2872277.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.61,861.34,346.82,0.50,1.80,4.30
109.05,1434.00,-20.67,0.02,20.68,0.02,-6.76,-0.01,6.76,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2872687.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.72,862.35,346.88,0.50,1.80,4.30
109.55,1423.70,-20.66,0.02,20.67,0.02,-6.76,-0.01,6.76,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2873096.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.82,863.36,346.94,0.50,1.80,4.30
110.05,1413.40,-20.66,0.02,20.66,0.02,-6.76,-0.01,6.76,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2873503.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.92,864.38,347.01,0.50,1.80,4.30
110.55,1403.00,-20.65,0.02,20.66,0.02,-6.75,-0.01,6.75,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2873908.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.02,865.39,347.07,0.50,1.80,4.30
111.05,1392.70,-20.64,0.02,20.65,0.02,-6.75,-0.01,6.75,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2874312.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.12,866.40,347.13,0.50,1.80,4.30
111.55,1382.40,-20.63,0.02,20.64,0.02,-6.75,-0.01,6.75,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2874713.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.23,867.42,347.19,0.50,1.80,4.30
112.05,1372.10,-20.62,0.02,20.63,0.02,-6.75,-0.01,6.75,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2875114.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.33,868.43,347.25,0.50,1.80,4.30
112.55,1361.80,-20.61,0.02,20.62,0.02,-6.74,-0.01,6.74,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2875512.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.43,869.44,347.32,0.50,1.80,4.30
113.05,1351.50,-20.60,0.02,20.61,0.02,-6.74,-0.01,6.74,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2875909.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.53,870.45,347.38,0.50,1.80,4.30
113.55,1341.20,-20.60,0.02,20.60,0.02,-6.74,-0.01,6.74,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2876304.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.63,871.46,347.44,0.50,1.81,4.30
114.05,1330.90,-20.59,0.02,20.60,0.02,-6.73,-0.01,6.73,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2876698.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.74,872.47,347.50,0.50,1.81,4.30
114.55,1320.60,-20.58,0.02,20.59,0.02,-6.73,-0.01,6.73,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2877090.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.84,873.48,347.56,0.50,1.81,4.30
115.05,1310.30,-20.57,0.02,20.58,0.02,-6.73,-0.01,6.73,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2877480.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.94,874.49,347.62,0.50,1.81,4.30
115.55,1300.00,-20.56,0.02,20.57,0.02,-6.73,-0.01,6.73,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2877869.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.04,875.50,347.69,0.50,1.81,4.30
116.05,1289.70,-20.55,0.02,20.56,0.02,-6.72,-0.01,6.72,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2878256.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.14,876.50,347.75,0.50,1.81,4.30
116.55,1279.50,-20.55,0.02,20.55,0.02,-6.72,-0.01,6.72,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2878641.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.24,877.51,347.81,0.50,1.81,4.30
117.05,1269.20,-20.54,0.02,20.55,0.02,-6.72,-0.01,6.72,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2879025.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.35,878.52,347.87,0.50,1.81,4.30
117.55,1258.90,-20.53,0.02,20.54,0.02,-6.71,-0.01,6.71,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2879407.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.45,879.53,347.93,0.50,1.81,4.30
118.05,1248.70,-20.52,0.02,20.53,0.02,-6.71,-0.01,6.71,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2879788.00,0.00,151.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.55,880.53,347.99,0.50,1.81,4.30
118.55,1238.40,-20.51,0.02,20.52,0.02,-6.71,-0.01,6.71,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2880277.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.65,881.57,348.06,0.50,1.81,4.30
119.05,1228.10,-20.50,0.02,20.51,0.02,-6.71,-0.01,6.71,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2880763.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.75,882.62,348.12,0.50,1.81,4.30
119.55,1217.90,-20.50,0.02,20.50,0.02,-6.70,-0.01,6.70,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2881228.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.85,883.67,348.18,0.50,1.82,4.30
120.05,1207.70,-20.49,0.02,20.50,0.02,-6.70,-0.01,6.70,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2881680.00,0.00,151.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.96,884.71,348.24,0.50,1.82,4.30
120.55,1197.40,-20.48,0.02,20.49,0.02,-6.70,-0.01,6.70,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2882126.00,0.00,151.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.06,885.76,348.30,0.50,1.82,4.30
121.05,1187.20,-20.47,0.02,20.48,0.02,-6.70,-0.01,6.70,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2882566.00,0.00,151.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.16,886.81,348.36,0.50,1.82,4.30
121.55,1176.90,-20.46,0.02,20.47,0.02,-6.69,-0.01,6.69,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2883004.00,0.00,151.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.26,887.85,348.42,0.50,1.82,4.30
122.05,1166.70,-20.45,0.02,20.46,0.02,-6.69,-0.01,6.69,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2883439.00,0.00,151.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.36,888.90,348.48,0.50,1.82,4.30
122.55,1156.50,-20.44,0.02,20.45,0.02,-6.69,-0.01,6.69,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2883872.00,0.00,151.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.46,889.94,348.55,0.50,1.82,4.30
123.05,1146.30,-20.44,0.02,20.44,0.02,-6.68,-0.01,6.68,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2884302.00,0.00,151.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.56,890.98,348.61,0.50,1.82,4.30
123.55,1136.10,-20.43,0.02,20.44,0.02,-6.68,-0.01,6.68,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2884731.00,0.00,151.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.66,892.03,348.67,0.50,1.82,4.30
124.05,1125.80,-20.42,0.02,20.43,0.02,-6.68,-0.01,6.68,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2885159.00,0.00,151.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.76,893.07,348.73,0.50,1.82,4.30
124.55,1115.60,-20.41,0.02,20.42,0.02,-6.68,-0.01,6.68,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2885584.00,0.00,151.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.87,894.11,348.79,0.50,1.82,4.30
125.05,1105.40,-20.40,0.02,20.41,0.02,-6.67,-0.01,6.67,-179.95,0.01,0.00,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2886008.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.97,895.15,348.85,0.50,1.82,4.30
125.55,1095.20,-20.39,0.02,20.40,0.02,-6.67,-0.01,6.67,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2886430.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.07,896.20,348.91,0.50,1.82,4.30
126.05,1085.00,-20.38,0.02,20.39,0.02,-6.67,-0.01,6.67,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2886851.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.17,897.24,348.97,0.50,1.83,4.30
126.55,1074.90,-20.38,0.02,20.38,0.02,-6.67,-0.01,6.67,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2887270.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.27,898.28,349.04,0.50,1.83,4.30
127.05,1064.70,-20.37,0.02,20.38,0.02,-6.66,-0.01,6.66,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2887687.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.37,899.32,349.10,0.50,1.83,4.30
127.55,1054.50,-20.36,0.02,20.37,0.02,-6.66,-0.01,6.66,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2888103.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.47,900.36,349.16,0.50,1.83,4.30
128.05,1044.30,-20.35,0.02,20.36,0.02,-6.66,-0.01,6.66,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2888516.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.57,901.40,349.22,0.50,1.83,4.30
128.55,1034.10,-20.34,0.02,20.35,0.02,-6.65,-0.01,6.65,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2888929.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.67,902.44,349.28,0.50,1.83,4.30
129.05,1024.00,-20.33,0.02,20.34,0.02,-6.65,-0.01,6.65,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2889339.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.77,903.47,349.34,0.50,1.83,4.30
129.55,1013.80,-20.33,0.02,20.33,0.02,-6.65,-0.01,6.65,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2889748.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.87,904.51,349.40,0.50,1.83,4.30
130.05,1003.60,-20.32,0.02,20.33,0.02,-6.65,-0.01,6.65,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2890156.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.97,905.55,349.46,0.50,1.84,4.30
130.55,993.49,-20.31,0.02,20.32,0.02,-6.64,-0.01,6.64,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2890561.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.07,906.59,349.52,0.50,1.84,4.30
131.05,983.33,-20.30,0.02,20.31,0.02,-6.64,-0.01,6.64,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2890965.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.17,907.62,349.58,0.50,1.84,4.30
131.55,973.18,-20.29,0.02,20.30,0.02,-6.64,-0.01,6.64,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2891368.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.28,908.66,349.65,0.50,1.84,4.30
132.05,963.04,-20.28,0.02,20.29,0.02,-6.64,-0.01,6.64,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2891769.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.38,909.70,349.71,0.50,1.84,4.30
132.55,952.90,-20.28,0.02,20.28,0.02,-6.63,-0.01,6.63,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2892168.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.48,910.73,349.77,0.50,1.84,4.30
133.05,942.76,-20.27,0.02,20.28,0.02,-6.63,-0.01,6.63,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2892566.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.58,911.77,349.83,0.50,1.84,4.30
133.55,932.63,-20.26,0.02,20.27,0.02,-6.63,-0.01,6.63,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2892962.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.68,912.80,349.89,0.50,1.84,4.30
134.05,922.50,-20.25,0.02,20.26,0.02,-6.62,-0.01,6.62,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2893356.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.78,913.84,349.95,0.50,1.85,4.30
134.55,912.38,-20.24,0.02,20.25,0.02,-6.62,-0.01,6.62,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2893749.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.88,914.87,350.01,0.50,1.85,4.30
135.05,902.26,-20.24,0.02,20.24,0.02,-6.62,-0.01,6.62,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2894141.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.98,915.90,350.07,0.50,1.85,4.30
135.55,892.15,-20.23,0.02,20.24,0.02,-6.62,-0.01,6.62,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2894530.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.08,916.94,350.13,0.50,1.85,4.30
136.05,882.03,-20.22,0.02,20.23,0.02,-6.61,-0.01,6.61,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2894919.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.18,917.97,350.19,0.50,1.85,4.30
136.55,871.93,-20.21,0.02,20.22,0.02,-6.61,-0.01,6.61,-179.95,0.01,0.00,28.61,-80.60,9.79,0.00,0.00,0.00,0.00,15503.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,2895305.00,0.00,151.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.28,919.00,350.25,0.50,1.85,4.30
