# Time ,Altitude ,Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch ,Position North of launch ,Lateral distance ,Lateral direction ,Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude ,Longitude ,Gravitational acceleration (m/s²),Angle of attack ,Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass ,Propellant mass ,Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location,CG location (cm),Stability margin calibers ,Mach number ,Reynolds number ,Thrust ,Drag force ,Drag coefficient ,Axial drag coefficient ,Friction drag coefficient ,Pressure drag coefficient ,Base drag coefficient ,Normal force coefficient ,Pitch moment coefficient ,Yaw moment coefficient ,Side force coefficient ,Roll moment coefficient ,Roll forcing coefficient ,Roll damping coefficient ,Pitch damping coefficient ,Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) ,Lateral orientation (azimuth) ,Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step ,Computation time ,Dynamic Pressure (mbar)
14.49,2630.20,110.21,-11.37,110.21,11.37,-2.64,0.00,2.64,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.05,147.31,4.15,0.32,14326136.00,0.00,24.68,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.84,180.00,0.00,13.99,750.96,339.77,0.05,0.99,110.67
14.54,2635.70,109.65,-11.36,109.65,11.36,-2.66,0.00,2.66,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.05,147.31,4.15,0.32,14247701.00,0.00,24.42,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.84,-179.97,0.00,13.93,750.46,339.74,0.05,1.00,109.48
14.59,2641.10,109.08,-11.34,109.08,11.34,-2.67,0.00,2.67,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.05,147.31,4.15,0.32,14169443.00,0.00,24.16,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.84,-179.94,0.00,13.88,749.97,339.71,0.05,1.00,108.30
14.64,2646.60,108.51,-11.32,108.51,11.32,-2.69,0.00,2.69,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.04,147.31,4.15,0.32,14091360.00,0.00,23.90,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.84,-179.92,0.00,13.82,749.48,339.68,0.05,1.00,107.13
14.69,2652.00,107.95,-11.31,107.95,11.31,-2.70,0.00,2.70,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.04,147.31,4.15,0.32,14013451.00,0.00,23.65,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.84,-179.89,0.00,13.77,748.99,339.64,0.05,1.00,105.97
14.74,2657.40,107.38,-11.29,107.38,11.29,-2.72,0.00,2.72,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,-0.01,15503.00,0.00,11.63,0.03,190.04,147.31,4.15,0.32,13935713.00,0.00,23.40,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.84,-179.87,0.00,13.72,748.50,339.61,0.05,1.01,104.81
14.79,2662.70,106.82,-11.27,106.82,11.27,-2.73,0.00,2.73,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,-0.01,15503.00,0.00,11.63,0.03,190.03,147.31,4.15,0.31,13858148.00,0.00,23.15,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.83,-179.85,0.00,13.67,748.02,339.58,0.05,1.01,103.67
14.84,2668.10,106.25,-11.26,106.25,11.26,-2.75,0.00,2.75,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,-0.02,15503.00,0.00,11.63,0.03,190.03,147.31,4.15,0.31,13780752.00,0.00,22.90,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.83,-179.83,0.00,13.61,747.54,339.55,0.05,1.01,102.53
14.89,2673.40,105.69,-11.24,105.69,11.24,-2.76,0.00,2.76,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,-0.02,15503.00,0.00,11.63,0.03,190.03,147.31,4.15,0.31,13703525.00,0.00,22.65,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.83,-179.82,0.00,13.56,747.06,339.52,0.05,1.01,101.40
14.94,2678.60,105.13,-11.23,105.13,11.23,-2.78,0.00,2.78,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,-0.02,15503.00,0.00,11.63,0.03,190.02,147.31,4.15,0.31,13626466.00,0.00,22.40,0.54,0.54,0.29,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.83,-179.80,0.00,13.51,746.58,339.48,0.05,1.02,100.28
14.99,2683.90,104.57,-11.21,104.57,11.21,-2.80,0.00,2.80,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,-0.02,15503.00,0.00,11.63,0.03,190.02,147.31,4.15,0.31,13600000.00,0.00,22.16,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.83,-179.80,0.00,13.46,746.11,339.45,0.05,1.02,99.17
15.04,2689.10,104.01,-11.19,104.01,11.19,-2.81,0.00,2.81,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,-0.02,15503.00,0.00,11.63,0.03,190.02,147.31,4.15,0.31,13472847.00,0.00,21.92,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.83,-179.80,0.00,13.40,745.64,339.42,0.05,1.02,98.06
15.09,2694.30,103.45,-11.18,103.45,11.18,-2.83,0.00,2.83,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,-0.02,15503.00,0.00,11.63,0.03,190.01,147.31,4.15,0.30,13396284.00,0.00,21.68,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.83,-179.80,0.00,13.35,745.17,339.39,0.05,1.02,96.97
15.14,2699.40,102.89,-11.16,102.89,11.16,-2.84,0.00,2.84,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,-0.02,15503.00,0.00,11.63,0.03,190.01,147.31,4.15,0.30,13300000.00,0.00,21.44,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.83,-179.81,0.00,13.30,744.71,339.36,0.05,1.03,95.88
15.19,2704.60,102.33,-11.15,102.33,11.15,-2.86,0.00,2.86,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,-0.02,15503.00,0.00,11.63,0.03,190.01,147.31,4.15,0.30,13243647.00,0.00,21.20,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.82,-179.83,0.00,13.25,744.24,339.33,0.05,1.03,94.80
15.24,2709.70,101.78,-11.13,101.78,11.13,-2.87,0.00,2.87,-179.96,0.31,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.01,147.31,4.15,0.30,13167570.00,0.00,20.97,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.82,-179.84,0.00,13.20,743.78,339.30,0.05,1.03,93.73
15.29,2714.70,101.22,-11.12,101.22,11.12,-2.89,0.00,2.89,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.00,147.31,4.15,0.30,13091654.00,0.00,20.74,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.82,-179.87,0.00,13.15,743.32,339.27,0.05,1.03,92.67
15.34,2719.80,100.66,-11.10,100.66,11.10,-2.91,0.00,2.91,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.00,147.31,4.14,0.30,13015895.00,0.00,20.51,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.82,-179.89,0.00,13.10,742.87,339.24,0.05,1.04,91.61
15.39,2724.80,100.11,-11.09,100.11,11.09,-2.92,0.00,2.92,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,190.00,147.31,4.14,0.30,12900000.00,0.00,20.28,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.82,-179.92,0.00,13.05,742.42,339.21,0.05,1.04,90.57
15.44,2729.80,99.56,-11.07,99.56,11.07,-2.94,0.00,2.94,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.99,147.31,4.14,0.29,12864850.00,0.00,20.05,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.82,-179.94,0.00,13.00,741.96,339.18,0.05,1.04,89.53
15.49,2734.80,99.00,-11.06,99.00,11.06,-2.95,0.00,2.95,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.99,147.31,4.14,0.29,12800000.00,0.00,19.82,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.82,-179.97,0.00,12.95,741.52,339.15,0.05,1.04,88.50
15.54,2739.70,98.45,-11.04,98.45,11.04,-2.97,0.00,2.97,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.99,147.31,4.14,0.29,12714426.00,0.00,19.60,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.82,180.00,0.00,12.90,741.07,339.12,0.05,1.04,87.48
15.59,2744.60,97.90,-11.03,97.90,11.03,-2.98,0.00,2.98,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.99,147.31,4.14,0.29,12639444.00,0.00,19.38,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.81,179.98,0.00,12.86,740.63,339.09,0.05,1.05,86.46
15.64,2749.50,97.35,-11.02,97.35,11.02,-3.00,0.00,3.00,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.98,147.31,4.14,0.29,12564614.00,0.00,19.16,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.81,179.95,0.00,12.81,740.19,339.06,0.05,1.05,85.45
15.69,2754.30,96.80,-11.00,96.80,11.00,-3.02,0.00,3.02,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.98,147.31,4.14,0.29,12500000.00,0.00,18.94,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.81,179.94,0.00,12.76,739.75,339.03,0.05,1.05,84.45
15.74,2759.20,96.25,-10.99,96.25,10.99,-3.03,0.00,3.03,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.98,147.31,4.14,0.28,12415543.00,0.00,18.72,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.81,179.92,0.00,12.71,739.32,339.00,0.05,1.06,83.46
15.79,2764.00,95.70,-10.97,95.70,10.97,-3.05,0.00,3.05,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.97,147.31,4.14,0.28,12341463.00,0.00,18.51,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.81,179.90,0.00,12.66,738.91,338.97,0.05,1.06,82.48
15.84,2768.70,95.15,-10.96,95.15,10.96,-3.06,0.00,3.06,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.97,147.31,4.14,0.28,12267525.00,0.00,18.29,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.81,179.89,0.00,12.62,738.49,338.94,0.05,1.06,81.51
15.89,2773.50,94.60,-10.95,94.60,10.95,-3.08,0.00,3.08,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.97,147.31,4.14,0.28,12193729.00,0.00,18.08,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.81,179.88,0.00,12.57,738.08,338.92,0.05,1.06,80.54
15.94,2778.20,94.05,-10.93,94.06,10.93,-3.10,0.00,3.10,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.97,147.31,4.14,0.28,12100000.00,0.00,17.87,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.81,179.87,0.00,12.52,737.68,338.89,0.05,1.07,79.58
15.99,2782.90,93.51,-10.92,93.51,10.92,-3.11,0.00,3.11,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.96,147.31,4.14,0.28,12046558.00,0.00,17.66,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.80,179.88,0.00,12.48,737.27,338.86,0.05,1.07,78.63
16.04,2787.50,92.96,-10.91,92.96,10.91,-3.13,0.00,3.13,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.96,147.31,4.14,0.27,11973181.00,0.00,17.46,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.80,179.88,0.00,12.43,736.87,338.83,0.05,1.07,77.68
16.09,2792.20,92.42,-10.89,92.42,10.89,-3.14,0.00,3.14,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.96,147.31,4.14,0.27,11900000.00,0.00,17.25,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.80,179.89,0.00,12.38,736.47,338.80,0.05,1.07,76.75
16.14,2796.80,91.87,-10.88,91.87,10.88,-3.16,0.00,3.16,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.96,147.31,4.14,0.27,11826838.00,0.00,17.05,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.80,179.90,0.00,12.34,736.07,338.78,0.05,1.08,75.82
16.19,2801.40,91.33,-10.87,91.33,10.87,-3.18,0.00,3.18,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.00,0.00,15503.00,0.00,11.63,0.03,189.95,147.31,4.14,0.27,11753871.00,0.00,16.85,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.80,179.91,0.00,12.29,735.67,338.75,0.05,1.08,74.89
16.24,2805.90,90.79,-10.85,90.79,10.85,-3.19,0.00,3.19,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.02,0.01,15503.00,0.00,11.63,0.03,189.95,147.31,4.14,0.27,11681038.00,0.00,16.64,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.80,179.93,0.00,12.25,735.28,338.72,0.05,1.09,73.98
16.29,2810.40,90.24,-10.84,90.25,10.84,-3.21,0.00,3.21,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,0.01,15503.00,0.00,11.63,0.03,189.95,147.31,4.14,0.27,11608339.00,0.00,16.45,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.80,179.95,0.00,12.20,734.89,338.69,0.05,1.09,73.07
16.34,2814.90,89.70,-10.83,89.70,10.83,-3.23,0.00,3.23,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,0.01,15503.00,0.00,11.63,0.03,189.95,147.31,4.14,0.26,11535772.00,0.00,16.25,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.79,179.97,0.00,12.16,734.50,338.67,0.05,1.09,72.17
16.39,2819.40,89.16,-10.82,89.16,10.82,-3.24,0.00,3.24,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,0.00,15503.00,0.00,11.63,0.03,189.94,147.31,4.14,0.26,11463338.00,0.00,16.05,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.79,179.99,0.00,12.12,734.11,338.64,0.05,1.09,71.27
16.44,2823.90,88.62,-10.80,88.62,10.80,-3.26,0.00,3.26,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,0.00,15503.00,0.00,11.63,0.03,189.94,147.31,4.14,0.26,11391034.00,0.00,15.86,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.79,-179.99,0.00,12.07,733.72,338.61,0.05,1.09,70.38
16.49,2828.30,88.08,-10.79,88.08,10.79,-3.27,0.00,3.27,-179.96,0.32,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,0.00,15503.00,0.00,11.63,0.03,189.94,147.31,4.14,0.26,11318860.00,0.00,15.67,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.79,-179.97,0.00,12.03,733.34,338.59,0.05,1.09,69.50
16.54,2832.70,87.54,-10.78,87.54,10.78,-3.29,0.00,3.29,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.93,147.31,4.14,0.26,11246814.00,0.00,15.47,0.54,0.54,0.30,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.79,-179.95,0.00,11.98,732.96,338.56,0.05,1.09,68.63
16.59,2837.00,87.00,-10.77,87.00,10.77,-3.31,0.00,3.31,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.93,147.31,4.14,0.26,11174897.00,0.00,15.28,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.79,-179.93,0.00,11.94,732.59,338.54,0.05,1.10,67.76
16.64,2841.40,86.47,-10.75,86.47,10.75,-3.32,0.00,3.32,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.93,147.31,4.14,0.26,11103107.00,0.00,15.10,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.79,-179.91,0.00,11.90,732.21,338.51,0.05,1.10,66.90
16.69,2845.70,85.93,-10.74,85.93,10.74,-3.34,0.00,3.34,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.93,147.31,4.14,0.25,11031443.00,0.00,14.91,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.78,-179.89,0.00,11.86,731.84,338.48,0.05,1.11,66.05
16.74,2850.00,85.39,-10.73,85.39,10.73,-3.36,0.00,3.36,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.92,147.31,4.14,0.25,11000000.00,0.00,14.72,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.78,-179.87,0.00,11.81,731.47,338.46,0.05,1.11,65.21
16.79,2854.20,84.86,-10.72,84.86,10.72,-3.37,0.00,3.37,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.92,147.31,4.14,0.25,10888489.00,0.00,14.54,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.78,-179.86,0.00,11.77,731.10,338.43,0.05,1.11,64.37
16.84,2858.50,84.32,-10.71,84.32,10.71,-3.39,0.00,3.39,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.92,147.31,4.14,0.25,10817197.00,0.00,14.36,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.78,-179.86,0.00,11.73,730.73,338.41,0.05,1.12,63.53
16.89,2862.70,83.79,-10.69,83.79,10.69,-3.40,0.00,3.40,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.92,147.31,4.14,0.25,10746028.00,0.00,14.18,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.78,-179.85,0.00,11.69,730.37,338.38,0.05,1.12,62.71
16.94,2866.80,83.25,-10.68,83.25,10.68,-3.42,0.00,3.42,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.91,147.31,4.14,0.25,10674980.00,0.00,14.00,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.78,-179.85,0.00,11.65,730.01,338.36,0.05,1.12,61.89
16.99,2871.00,82.72,-10.67,82.72,10.67,-3.44,0.00,3.44,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.91,147.31,4.14,0.24,10604053.00,0.00,13.82,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.77,-179.84,0.00,11.61,729.65,338.33,0.05,1.13,61.08
17.04,2875.10,82.18,-10.66,82.18,10.66,-3.45,0.00,3.45,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.91,147.31,4.14,0.24,10533245.00,0.00,13.64,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.77,-179.84,0.00,11.56,729.29,338.31,0.05,1.13,60.27
17.09,2879.20,81.65,-10.65,81.65,10.65,-3.47,0.00,3.47,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.91,147.31,4.14,0.24,10462556.00,0.00,13.47,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.77,-179.84,0.00,11.52,728.94,338.28,0.05,1.13,59.47
17.14,2883.30,81.12,-10.64,81.12,10.64,-3.49,0.00,3.49,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.91,147.31,4.14,0.24,10391985.00,0.00,13.29,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.77,-179.85,0.00,11.48,728.59,338.26,0.05,1.13,58.68
17.19,2887.30,80.59,-10.63,80.59,10.63,-3.50,0.00,3.50,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.90,147.31,4.14,0.24,10321531.00,0.00,13.12,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.77,-179.86,0.00,11.44,728.24,338.23,0.05,1.14,57.89
17.24,2891.30,80.06,-10.62,80.06,10.62,-3.52,0.00,3.52,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.03,-0.01,15503.00,0.00,11.63,0.03,189.90,147.31,4.14,0.24,10251192.00,0.00,12.95,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.77,-179.87,0.00,11.40,727.89,338.21,0.05,1.14,57.11
17.29,2895.30,79.53,-10.60,79.53,10.60,-3.54,0.00,3.54,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.04,-0.01,15503.00,0.00,11.63,0.03,189.90,147.31,4.14,0.24,10180969.00,0.00,12.78,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.76,-179.89,0.00,11.36,727.54,338.19,0.05,1.14,56.34
17.34,2899.30,79.00,-10.59,79.00,10.59,-3.55,0.00,3.55,-179.96,0.33,0.01,28.61,-80.60,9.78,0.00,0.00,0.04,-0.01,15503.00,0.00,11.63,0.03,189.90,147.31,4.13,0.23,10110861.00,0.00,12.61,0.54,0.54,0.31,0.11,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.30,83.32,89.76,-179.90,0.00,11.33,727.20,338.16,0.05,1.14,55.57
